Number,Lemma,imageability,emotional_valence,is_profane
31245,посидеть,,,
23322,новый,,,
39855,снова,,,
4541,вновь,,,
23317,новость,,,
11579,заново,,,
23279,новенький,,,
23276,новейший,,,
23920,обновление,,,
23282,новинка,,,
23283,новичок,,,
25961,отдельный,,,
25225,определенный,,,
25228,определить,,,
25222,определение,,,
32057,предел,,,
25946,отдел,,,
25230,определять,,,
25949,отделение,,,
5882,выделить,,,
25231,определяться,,,
39937,собственный,,,
25639,особенно,,,
25649,особый,,,
40819,способ,,,
40821,способный,,,
25640,особенность,,,
40820,способность,,,
39936,собственность,,,
39933,собственно,,,
40822,способствовать,,,
7380,голова,,,
7147,главный,,,
7133,глава,,,
7143,главное,,,
44065,уголовный,,,
4752,возглавлять,,,
7387,головной,,,
7386,головка,,,
4751,возглавить,,,
10900,заголовок,,,
46856,часть,,,
45199,участие,,,
42044,счастье,,,
45205,участник,,,
45207,участок,,,
42043,счастливый,,,
45197,участвовать,,,
46847,частность,,,
46848,частный,,,
22907,несчастный,,,
39509,слово,,,
44885,условие,,,
39368,слава,,,
1888,безусловно,,,
24232,обусловить,,,
39512,словом,,,
39374,славный,,,
39499,словарь,,,
44892,условный,,,
44889,условно,,,
21428,начать,,,
21419,начало,,,
21436,начинать,,,
21420,начальник,,,
21429,начаться,,,
21437,начинаться,,,
21425,начальство,,,
30810,поначалу,,,
4493,вначале,,,
21423,начальный,,,
30433,полный,,,
5299,вполне,,,
30425,полностью,,,
13905,исполнение,,,
9521,дополнительный,,,
6177,выполнять,,,
6176,выполнить,,,
6174,выполнение,,,
13909,исполнительный,,,
13915,исполнять,,,
26085,открыть,,,
26084,открытый,,,
11316,закрыть,,,
26076,открывать,,,
16824,крыша,,,
26079,открытие,,,
26086,открыться,,,
11315,закрытый,,,
39293,скрывать,,,
30208,покрыть,,,
39745,смотреть,,,
31314,посмотреть,,,
22807,несмотря,,,
36252,рассматривать,,,
32212,предусмотреть,,,
36257,рассмотреть,,,
36256,рассмотрение,,,
36253,рассматриваться,,,
32209,предусматривать,,,
25604,осмотреть,,,
32732,приехать,,,
10227,ехать,,,
29924,поехать,,,
44241,уехать,,,
10153,ездить,,,
29918,поезд,,,
32714,приезжать,,,
29920,поездка,,,
29891,подъезд,,,
42075,съезд,,,
21325,наука,,,
21347,научный,,,
45248,учиться,,,
45229,ученый,,,
45239,учитель,,,
45223,ученик,,,
45247,учить,,,
13236,изучение,,,
45221,учебный,,,
24250,обучение,,,
20279,наверное,,,
3756,верить,,,
3733,вера,,,
43935,уверенный,,,
28914,поверить,,,
3773,верный,,,
33509,проверить,,,
33511,проверка,,,
20278,наверно,,,
20282,наверняка,,,
9823,друг,,,
3604,вдруг,,,
29675,подруга,,,
9825,дружба,,,
9837,дружить,,,
9831,дружеский,,,
29678,подружка,,,
9840,дружно,,,
9841,дружный,,,
9839,дружка,,,
30737,помнить,,,
19419,мнение,,,
5560,вспомнить,,,
5558,вспоминать,,,
20918,напоминать,,,
40224,сомнение,,,
5145,воспоминание,,,
20919,напомнить,,,
40223,сомневаться,,,
11748,запомнить,,,
20591,называть,,,
20571,назвать,,,
5939,вызвать,,,
20568,название,,,
5954,вызывать,,,
20592,называться,,,
12388,звать,,,
29985,позвать,,,
12386,звание,,,
5949,вызов,,,
12953,известный,,,
12951,известно,,,
38030,сведение,,,
12944,известие,,,
39963,совесть,,,
21984,неизвестный,,,
21981,неизвестно,,,
3628,ведомство,,,
35253,разведка,,,
3620,ведение,,,
37378,рука,,,
37466,ручка,,,
37379,рукав,,,
31165,поручить,,,
31160,поручение,,,
5419,вручить,,,
37468,ручной,,,
31162,поручик,,,
6274,выручить,,,
6275,выручка,,,
9897,думать,,,
29834,подумать,,,
32699,придумать,,,
9896,дума,,,
11040,задуматься,,,
11046,задумываться,,,
11039,задумать,,,
32703,придумывать,,,
9898,думаться,,,
5904,выдумать,,,
43869,убить,,,
2646,боевой,,,
2670,бой,,,
2362,бить,,,
9133,добиться,,,
43862,убийство,,,
43855,убивать,,,
2658,боец,,,
35207,разбить,,,
43863,убийца,,,
46370,хотеть,,,
46371,хотеться,,,
12267,захотеть,,,
26708,охота,,,
12268,захотеться,,,
26714,охотно,,,
26711,охотник,,,
26713,охотничий,,,
23103,нехотя,,,
22374,неохотно,,,
7571,город,,,
7739,гражданин,,,
7742,гражданский,,,
7580,городской,,,
7579,городок,,,
20395,награда,,,
24503,огород,,,
20396,наградить,,,
24521,ограда,,,
7747,гражданство,,,
6425,выступать,,,
31448,поступить,,,
32421,преступление,,,
6428,выступление,,,
31446,поступать,,,
6427,выступить,,,
21237,наступить,,,
5618,вступить,,,
31451,поступок,,,
21236,наступать,,,
31185,порядок,,,
37569,рядом,,,
37561,ряд,,,
5423,вряд,,,
36124,распоряжение,,,
26399,отряд,,,
21093,наряду,,,
29689,подряд,,,
37566,рядовой,,,
39808,снаряд,,,
20949,например,,,
18935,мера,,,
32915,пример,,,
35579,размер,,,
20789,намерение,,,
13100,измерение,,,
20788,намерен,,,
20787,намереваться,,,
47219,чрезмерный,,,
18956,мерка,,,
8578,день,,,
9107,дневник,,,
9109,дневной,,,
24395,обыденный,,,
8570,денек,,,
9105,дневальный,,,
24394,обыденность,,,
9108,дневниковый,,,
8577,денщик,,,
8575,денно,,,
13091,изменение,,,
32908,применение,,,
13093,измениться,,,
13092,изменить,,,
18933,менять,,,
18934,меняться,,,
39643,смена,,,
23864,обмен,,,
27799,перемена,,,
32913,применять,,,
37041,решение,,,
37049,решить,,,
37038,решать,,,
35764,разрешение,,,
35767,разрешить,,,
37050,решиться,,,
37046,решительно,,,
37039,решаться,,,
37048,решительный,,,
37040,решающий,,,
41739,суд,,,
41776,судьба,,,
41748,судебный,,,
41754,судить,,,
41778,судья,,,
24197,обсуждать,,,
24199,обсуждение,,,
36310,рассуждать,,,
24196,обсудить,,,
36311,рассуждение,,,
8635,держать,,,
40046,содержание,,,
29298,поддержка,,,
40052,содержать,,,
8636,держаться,,,
29296,поддерживать,,,
5890,выдержать,,,
29295,поддержать,,,
40053,содержаться,,,
11000,задержать,,,
41561,строительство,,,
31433,построить,,,
45007,устроить,,,
21226,настроение,,,
45009,устройство,,,
44984,устраивать,,,
41564,строй,,,
41560,строительный,,,
31432,построение,,,
41563,строиться,,,
41963,существовать,,,
26494,отсутствие,,,
41913,суть,,,
41962,существование,,,
41961,существо,,,
33252,присутствовать,,,
25766,осуществлять,,,
33251,присутствие,,,
41959,существенный,,,
25767,осуществляться,,,
18072,любить,,,
18082,любовь,,,
18067,любимый,,,
18069,любитель,,,
30649,полюбить,,,
18081,любовный,,,
18077,любоваться,,,
4458,влюбиться,,,
18078,любовник,,,
18079,любовница,,,
9389,должен,,,
9364,долг,,,
9396,должность,,,
9393,должно,,,
9395,должностной,,,
9392,должник,,,
11021,задолженность,,,
9397,должный,,,
9394,должное,,,
24678,одолжить,,,
6338,высокий,,,
6435,высший,,,
6385,высота,,,
29030,повышение,,,
6339,высоко,,,
32007,превышать,,,
29031,повышенный,,,
29026,повысить,,,
21663,невысокий,,,
29028,повышать,,,
30903,попасть,,,
11626,западный,,,
44647,упасть,,,
11615,запад,,,
26860,падать,,,
34059,пропасть,,,
30895,попадать,,,
26863,падение,,,
30904,попасться,,,
39997,совпадать,,,
37300,рост,,,
4858,возраст,,,
36355,расти,,,
36342,растение,,,
26340,отрасль,,,
6245,вырасти,,,
4114,взрослый,,,
29673,подросток,,,
4861,возрасти,,,
4860,возрастать,,,
9414,дом,,,
9444,домой,,,
9415,дома,,,
9417,домашний,,,
9420,домик,,,
1743,бездомный,,,
9439,домовой,,,
9416,домашние,,,
9430,домишко,,,
29570,по-домашнему,,,
26766,очень,,,
26767,очень-очень,,,
26800,оч-чень,,,
25047,о-очень,,,
29991,позволять,,,
9218,довольно,,,
29990,позволить,,,
4987,воля,,,
44199,удовольствие,,,
9220,довольный,,,
3664,велеть,,,
21619,невольно,,,
21756,недовольный,,,
4976,вольный,,,
22127,нельзя,,,
13919,использовать,,,
13918,использование,,,
30644,пользоваться,,,
13920,использоваться,,,
30639,польза,,,
30265,полезный,,,
5144,воспользоваться,,,
30640,пользование,,,
30641,пользователь,,,
4039,взгляд,,,
7267,глядеть,,,
5822,выглядеть,,,
4041,взглянуть,,,
10878,заглянуть,,,
24472,оглянуться,,,
29063,поглядеть,,,
7271,глянуть,,,
35368,разглядывать,,,
24471,оглядываться,,,
20143,мысль,,,
39777,смысл,,,
34009,промышленность,,,
34010,промышленный,,,
20161,мышление,,,
11551,замысел,,,
35625,размышление,,,
2161,бессмысленный,,,
35626,размышлять,,,
20140,мыслить,,,
7411,голос,,,
40016,согласиться,,,
32623,пригласить,,,
40030,соглашение,,,
40019,согласный,,,
40014,согласие,,,
32624,приглашать,,,
32626,приглашение,,,
40029,соглашаться,,,
7415,голосование,,,
39594,слышать,,,
39585,слушать,,,
44905,услышать,,,
39569,слух,,,
31300,послушать,,,
5535,вслух,,,
39598,слышно,,,
6328,выслушать,,,
33161,прислушиваться,,,
31306,послышаться,,,
38813,сила,,,
38837,сильный,,,
44866,усилие,,,
21118,насилие,,,
38827,силовой,,,
44861,усиление,,,
44868,усилить,,,
2147,бессильный,,,
44865,усиливаться,,,
44864,усиливать,,,
8138,далекий,,,
8137,далее,,,
8139,далеко,,,
8147,дальнейший,,,
8148,дальний,,,
22410,неподалеку,,,
8146,дальнейшее,,,
13023,издали,,,
3567,вдали,,,
8143,даль,,,
18271,маленький,,,
18346,мальчик,,,
18338,малый,,,
18278,мало,,,
18352,мальчишка,,,
18340,малыш,,,
22140,немалый,,,
18269,малейший,,,
18330,малость,,,
18348,мальчишеский,,,
9954,душа,,,
4778,воздух,,,
9940,дух,,,
9949,духовный,,,
4786,воздушный,,,
9960,душевный,,,
9941,духи,,,
9971,душить,,,
9942,духовенство,,,
9977,душный,,,
4883,война,,,
4697,военный,,,
4885,войско,,,
4669,воевать,,,
4871,воинский,,,
4870,воин,,,
10795,завоевать,,,
4670,воевода,,,
9217,довоенный,,,
10793,завоевание,,,
19330,мир,,,
19340,мировой,,,
19336,мирный,,,
19335,мирно,,,
39708,смириться,,,
39703,смирение,,,
32939,примирение,,,
19334,мириться,,,
22571,непримиримый,,,
32943,примириться,,,
10377,женщина,,,
10360,жена,,,
10371,женский,,,
10367,жениться,,,
10368,жених,,,
10362,женатый,,,
10366,женитьба,,,
29945,пожениться,,,
10375,женственный,,,
10374,женственность,,,
44805,уровень,,,
35099,равный,,,
40889,сравнение,,,
37134,ровно,,,
37136,ровный,,,
40896,сравнить,,,
40890,сравнивать,,,
40893,сравнительно,,,
44771,уравнение,,,
35075,равенство,,,
9539,допустить,,,
6212,выпустить,,,
6204,выпуск,,,
25297,опустить,,,
26313,отпустить,,,
34846,пустить,,,
6205,выпускать,,,
26308,отпуск,,,
34112,пропустить,,,
40873,спуститься,,,
16485,красный,,,
16444,красивый,,,
32273,прекрасный,,,
16487,красота,,,
16448,краска,,,
16436,красавица,,,
16441,красиво,,,
44361,украсить,,,
44366,украшение,,,
24893,окраска,,,
41128,старый,,,
41072,старик,,,
41123,старший,,,
41110,старуха,,,
41078,старинный,,,
41114,старушка,,,
41104,старость,,,
41125,старшина,,,
41083,старичок,,,
41071,старец,,,
44492,уметь,,,
44458,ум,,,
44530,умный,,,
41832,суметь,,,
44469,умение,,,
35811,разум,,,
35818,разумный,,,
1882,безумный,,,
21845,недоумение,,,
13224,изумление,,,
47314,чуть,,,
47245,чувствовать,,,
47243,чувство,,,
31779,почувствовать,,,
47246,чувствоваться,,,
40548,сочувствие,,,
32217,предчувствие,,,
47242,чувствительный,,,
47321,чуять,,,
40549,сочувствовать,,,
40009,совсем,,,
3874,весьма,,,
4597,вовсе,,,
5638,всяческий,,,
5637,всячески,,,
4598,вовсю,,,
3873,весь,,,
5443,всего-то,,,
5442,всего-навсего,,,
10819,завсегдатай,,,
43528,труд,,,
43531,трудно,,,
40463,сотрудник,,,
43537,трудный,,,
40466,сотрудничество,,,
43538,трудовой,,,
43536,трудность,,,
43529,трудиться,,,
40465,сотрудничать,,,
43554,трудящийся,,,
46365,хорошо,,,
46364,хороший,,,
23101,нехороший,,,
23102,нехорошо,,,
46361,хорошенький,,,
46362,хорошенько,,,
31703,по-хорошему,,,
31704,похорошеть,,,
46360,хорошее,,,
46363,хорошеть,,,
12727,зрение,,,
12731,зритель,,,
12527,зеркало,,,
12736,зря,,,
33802,прозрачный,,,
29557,подозревать,,,
29559,подозрение,,,
4103,взор,,,
12722,зрелище,,,
20463,надзор,,,
42759,течение,,,
14045,источник,,,
31547,поток,,,
5189,восток,,,
5203,восточный,,,
42410,текущий,,,
42762,течь,,,
42896,ток,,,
6453,вытекать,,,
34349,протекать,,,
40947,средство,,,
40943,средний,,,
40918,среда,,,
38669,середина,,,
22476,непосредственно,,,
22478,непосредственный,,,
40932,среднее,,,
31355,посредник,,,
31229,посередине,,,
22477,непосредственность,,,
9366,долго,,,
33696,продолжать,,,
9365,долгий,,,
33697,продолжаться,,,
33702,продолжить,,,
33698,продолжение,,,
20488,надолго,,,
21777,недолго,,,
33700,продолжительность,,,
21909,незадолго,,,
28924,поверхность,,,
3815,верхний,,,
39958,совершить,,,
3533,вверх,,,
38098,сверху,,,
3827,вершина,,,
3817,верховный,,,
39946,совершать,,,
10727,завершить,,,
3814,верх,,,
20478,надо,,,
22196,ненадобность,,,
20423,нада,,,
4116,взрыв,,,
27976,перерыв,,,
35790,разрыв,,,
6251,вырваться,,,
32368,прервать,,,
36548,рваться,,,
26247,оторвать,,,
40329,сорвать,,,
31176,порыв,,,
40330,сорваться,,,
38281,связь,,,
38266,связать,,,
38265,связанный,,,
38279,связывать,,,
32609,привязать,,,
38267,связаться,,,
38270,связка,,,
10836,завязать,,,
38280,связываться,,,
29033,повязка,,,
37037,речь,,,
40962,срок,,,
44822,урок,,,
26374,отрицательный,,,
34141,пророк,,,
26375,отрицать,,,
40966,срочный,,,
37234,роковой,,,
21062,нарочно,,,
24125,обречь,,,
23452,нужно,,,
23454,нужный,,,
23449,нуждаться,,,
23448,нужда,,,
6118,вынужденный,,,
6115,вынудить,,,
22221,ненужный,,,
32988,принудительный,,,
6116,вынуждать,,,
32991,принуждение,,,
34958,пытаться,,,
25318,опыт,,,
31022,попытка,,,
31021,попытаться,,,
13958,испытывать,,,
13949,испытание,,,
25324,опытный,,,
13953,испытать,,,
34959,пытка,,,
13955,испытуемый,,,
25632,основной,,,
25623,основа,,,
25624,основание,,,
25631,основное,,,
25630,основать,,,
24034,обоснование,,,
25637,основываться,,,
24038,обосновать,,,
25626,основатель,,,
25627,основательно,,,
11468,заметить,,,
26175,отметить,,,
11475,замечательный,,,
11476,замечать,,,
26178,отмечать,,,
11472,заметный,,,
11473,замечание,,,
26179,отмечаться,,,
11469,заметка,,,
20797,наметить,,,
10115,единственный,,,
10117,единый,,,
24342,объединение,,,
40064,соединение,,,
10084,единица,,,
40068,соединить,,,
24344,объединить,,,
10116,единство,,,
24346,объединять,,,
33177,присоединиться,,,
12809,играть,,,
12807,игра,,,
42093,сыграть,,,
5958,выиграть,,,
12820,игрок,,,
12822,игрушка,,,
33810,проиграть,,,
5959,выигрывать,,,
12819,игровой,,,
30046,поиграть,,,
39556,служба,,,
39564,служить,,,
44898,услуга,,,
24171,обслуживание,,,
39557,служебный,,,
11966,заслужить,,,
11962,заслуга,,,
31297,послужить,,,
11965,заслуживать,,,
39555,служащий,,,
10299,ждать,,,
24719,ожидать,,,
22284,неожиданно,,,
22286,неожиданный,,,
24717,ожидание,,,
29554,подождать,,,
9263,дождаться,,,
9274,дожидаться,,,
22285,неожиданность,,,
24720,ожидаться,,,
7168,глаз,,,
7176,глазок,,,
7171,глазеть,,,
7175,глазной,,,
7174,глазница,,,
38322,сглазить,,,
7173,глазище,,,
7169,глазастый,,,
29055,поглазеть,,,
7170,глазенки,,,
22912,нет,,,
22943,нету,,,
22925,нет-нет,,,
43127,точка,,,
43130,точно,,,
43132,точный,,,
41905,сутки,,,
42854,ткань,,,
43131,точность,,,
45126,уточнить,,,
42861,ткнуть,,,
21281,наткнуться,,,
45089,уткнуться,,,
25358,организация,,,
25347,орган,,,
25359,организм,,,
25363,организовать,,,
25350,организатор,,,
25357,организационный,,,
25365,организовывать,,,
25370,органический,,,
25362,организованный,,,
36905,реорганизация,,,
11228,заключение,,,
13803,исключение,,,
4361,включать,,,
4366,включить,,,
11227,заключаться,,,
11233,заключить,,,
13807,исключить,,,
13804,исключительно,,,
13801,исключать,,,
13806,исключительный,,,
8230,движение,,,
8229,двигаться,,,
8226,двигатель,,,
29213,подвиг,,,
8237,двинуться,,,
5874,выдвинуть,,,
21713,недвижимость,,,
22414,неподвижный,,,
33664,продвижение,,,
38373,сдвинуть,,,
34467,протянуть,,,
43811,тяжело,,,
43823,тянуть,,,
43824,тянуться,,,
34461,протяжение,,,
43820,тяжесть,,,
6487,вытянуть,,,
31628,потянуться,,,
31627,потянуть,,,
43821,тяжкий,,,
24381,объяснить,,,
48772,ясно,,,
24383,объяснять,,,
48779,ясный,,,
6582,выясниться,,,
24378,объяснение,,,
6581,выяснить,,,
31848,пояснить,,,
24384,объясняться,,,
23155,неясный,,,
2584,бог,,,
2665,божий,,,
2592,богатый,,,
2591,богатство,,,
2663,божественный,,,
23964,обожать,,,
2664,божество,,,
2600,богиня,,,
2595,богач,,,
23945,обогащение,,,
7709,готовый,,,
29269,подготовка,,,
7703,готовить,,,
7704,готовиться,,,
29267,подготовить,,,
7707,готовность,,,
32657,приготовить,,,
13015,изготовление,,,
13012,изготовить,,,
32659,приготовление,,,
38118,свет,,,
38143,светлый,,,
38163,свеча,,,
25484,осветить,,,
38126,светиться,,,
36200,рассвет,,,
38160,светский,,,
38125,светить,,,
25491,освещение,,,
34177,просвещение,,,
30232,пол,,,
30439,половина,,,
30450,половой,,,
20914,наполовину,,,
30946,пополам,,,
30440,половинка,,,
30233,пола,,,
2086,бесполый,,,
5301,вполовину,,,
30446,половник,,,
4740,возвращаться,,,
31999,превратиться,,,
28988,поворот,,,
4742,возвращение,,,
32004,превращаться,,,
31998,превратить,,,
5070,ворот,,,
4739,возвращать,,,
32005,превращение,,,
28987,поворачиваться,,,
42895,тоже,,,
42890,тож,,,
36598,ребенок,,,
36605,ребята,,,
36607,ребятишки,,,
36599,ребеночек,,,
36608,ребятки,,,
36613,ребячий,,,
36609,ребятня,,,
36611,ребяческий,,,
36610,ребятушки,,,
37127,робята,,,
41345,стол,,,
41357,столица,,,
31387,постель,,,
41356,столик,,,
41358,столичный,,,
41364,столовая,,,
41367,столовый,,,
32416,престол,,,
12026,застолье,,,
21204,настольный,,,
43289,требовать,,,
43285,требование,,,
43290,требоваться,,,
31584,потребность,,,
31586,потребовать,,,
31576,потребитель,,,
31581,потребление,,,
31587,потребоваться,,,
44712,употреблять,,,
31578,потребительский,,,
19975,муж,,,
19993,мужчина,,,
19985,мужик,,,
19992,мужской,,,
11531,замуж,,,
19984,мужество,,,
19983,мужественный,,,
11532,замужем,,,
19988,мужичок,,,
11533,замужество,,,
3772,вернуться,,,
28917,повернуться,,,
3771,вернуть,,,
28916,повернуть,,,
35273,развернуть,,,
25845,отвернуться,,,
38063,свернуть,,,
35274,развернуться,,,
27522,перевернуть,,,
10718,завернуть,,,
2731,боль,,,
2708,болезнь,,,
2733,больница,,,
2738,больной,,,
2711,болеть,,,
2736,больно,,,
10636,заболевание,,,
10638,заболеть,,,
2705,болезненный,,,
2735,больничный,,,
1825,безопасность,,,
25066,опасный,,,
40605,спасти,,,
25065,опасность,,,
11640,запас,,,
40593,спасение,,,
40591,спасать,,,
25058,опасаться,,,
1826,безопасный,,,
40597,спаситель,,,
40090,создать,,,
40088,создание,,,
12448,здание,,,
40086,создавать,,,
40087,создаваться,,,
40089,создатель,,,
40091,создаться,,,
5177,воссоздать,,,
40097,созидание,,,
40099,созидательный,,,
46625,цена,,,
26742,оценка,,,
46637,ценность,,,
26741,оценить,,,
46638,ценный,,,
26737,оценивать,,,
46631,ценить,,,
26738,оцениваться,,,
2214,бесценный,,,
46639,ценовой,,,
17542,лететь,,,
30274,полет,,,
17541,летать,,,
17557,летчик,,,
30276,полететь,,,
